time,x,E_order,I_order,y,dataset
1,0.1774860869504542,1,1,1,1
2,0.4141254783417092,1,1,0,1
3,0.6023238835252205,1,1,0,1
4,0.8186325752793286,1,1,0,1
5,1.0980282498255147,1,1,2,1
6,1.4686976547609518,1,1,0,1
7,1.9631390439051222,1,1,0,1
8,2.623237122828508,1,1,8,1
9,3.5043121445356196,1,1,2,1
10,4.679693919999085,1,1,6,1
11,6.246452287234643,1,1,11,1
12,8.332680985071317,1,1,6,1
13,11.106654800403199,1,1,4,1
14,14.788079777582453,1,1,8,1
15,19.661421525409878,1,1,10,1
16,26.090794194447227,1,1,47,1
17,34.53492857352825,1,1,48,1
18,45.55904075070066,1,1,93,1
19,59.83767054578527,1,1,35,1
20,78.13850948834647,1,1,131,1
21,101.2720840483205,1,1,138,1
22,129.98725620390627,1,1,279,1
23,164.79150901225216,1,1,111,1
24,205.6849167628866,1,1,93,1
25,251.82711583623916,1,1,133,1
26,301.21348554911174,1,1,754,1
27,350.5085446934245,1,1,575,1
28,395.2265326565339,1,1,475,1
29,430.3900911870096,1,1,1017,1
30,451.59717860345336,1,1,105,1
31,456.15825363366775,1,1,522,1
32,443.8252524531422,1,1,688,1
33,416.7804598483217,1,1,554,1
34,378.9214515465019,1,1,273,1
35,334.80408584356974,1,1,234,1
36,288.6772356895881,1,1,235,1
37,243.87851278747166,1,1,64,1
38,202.63135661894466,1,1,182,1
39,166.13396156780436,1,1,70,1
40,134.79213802328104,1,1,187,1
41,108.48019389889396,1,1,160,1
42,86.76544070654654,1,1,53,1
43,69.07373030662166,1,1,110,1
44,54.797788352889256,1,1,62,1
45,43.36025464113209,1,1,39,1
46,34.2450675495229,1,1,20,1
47,27.00877835598476,1,1,32,1
48,21.28029528947627,1,1,11,1
49,16.754715027601378,1,1,9,1
50,13.184721238222664,1,1,5,1
51,10.371528486075476,1,1,16,1
52,8.156390760496834,1,1,8,1
53,6.4131196225598615,1,1,16,1
54,5.0417351503829195,1,1,0,1
55,3.963206941479257,1,1,5,1
56,3.115167734010356,1,1,5,1
57,2.4484579395684705,1,1,3,1
58,1.9243610403937055,1,1,6,1
59,1.5124033383681308,1,1,3,1
60,1.1886092794793512,1,1,0,1
1,0.19738180950504058,1,2,0,1
2,0.49008363127986687,1,2,0,1
3,0.73604762172179,1,2,2,1
